Feature	Gain	Cover	Frequency
tmobile_app_lag1	0.000243380119789424	0.00183828134661075	0.000236151644602349
ctarjeta_visa_debitos_automaticos_delta1	0.000243283832183794	0.0015234842740627	0.000186806524834694
tmobile_app_delta1	0.000239146499339606	0.00111426290864464	0.000176232570598768
minversion2	0.000238626037639862	0.00155928421181338	0.000123362799419137
ccaja_ahorro_delta1	0.000228533911248707	0.00193883884737017	0.000155084662126916
Visa_delinquency	0.000211338420383838	0.000915730645863704	0.000253774901662226
ctarjeta_visa_debitos_automaticos_lag1	0.000211101304890268	0.001011999371646	0.000158609313538891
internet_delta1	0.000209560212419867	0.000936582030799839	0.000172707919186792
vm_mpagado_delta1	0.000207705606644639	0.000965816734757995	0.00019738047907062
Master_madelantodolares	0.00020680570085119	0.000104183683829639	0.000384187003905314
Master_madelantodolares_lag1	0.000205902485402568	9.02104708677294e-05	0.000355989792609511
vm_mpagosdolares_lag1	0.000195112489943355	0.000740482410571192	0.000169183267774817
vm_Finiciomora	0.000194772925280179	0.00179896061652095	0.00019738047907062
Visa_madelantodolares	0.000194048681900298	9.85958824854936e-05	0.00019738047907062
mttarjeta_master_debitos_automaticos	0.000193509585593851	0.000608098430906803	0.000190331176246669
cseguro_vida_lag1	0.000188512673949553	0.000846038456736876	0.000215003736130497
ctarjeta_visa_delta1	0.000186843021664657	6.94577232855227e-05	1.05739542359261e-05
mcaja_ahorro_adicional_lag1	0.000183820626131641	0.0011982949905785	0.000169183267774817
kmes_lag1	0.000182066403863638	0.000105212765345696	0.000260824204486176
Master_delinquency	0.000172284107816269	0.000939347776547358	0.000225577690366423
Master_delinquency_lag1	0.000167498165755126	0.000432442329680206	0.000186806524834694
Master_mpagado_delta1	0.000162615224053147	0.00042171977397047	0.000183281873422719
vm_mpagado	0.000161882015938782	0.000545867106550888	0.000176232570598768
cliente_edad_delta1	0.000160210962664978	0.000784668711119519	0.000162133964950866
minversion2_lag1	0.000159847990394044	0.0013260025894632	0.000123362799419137
vm_Fvencimiento_delta1	0.000157956362901645	0.000134063573102834	0.000158609313538891
ccajas_depositos_delta1	0.000157117011997201	0.00130028763154629	0.000119838148007162
Master_madelantopesos_delta1	0.000152929576711682	0.000128813440617364	0.000303120021429881
vm_msaldodolares_lag1	0.00014996112173475	0.000461098335797185	0.000148035359302965
ccallcenter_transacciones_delta1	0.000147845219907115	0.0009957807083329	0.000130412102243088
mcheques_depositados_lag1	0.000147061413935961	0.00111173800164364	0.000119838148007162
vm_msaldodolares_delta1	0.000146517400197659	0.000779161284475537	0.00015156001071494
ctransferencias_emitidas_delta1	0.000146246237297322	0.000962257419633596	0.00015156001071494
cextraccion_autoservicio_lag1	0.000145123645763213	0.0005289554135746	0.000130412102243088
ctransferencias_emitidas_lag1	0.000144354367444896	0.00072021685732536	0.000148035359302965
Visa_cadelantosefectivo_lag1	0.000138696299526163	4.016547294441e-05	7.04930282395071e-05
cextraccion_autoservicio_delta1	0.000136784637948251	0.000797868709954057	0.000126887450831113
cpagomiscuentas_lag1	0.000132822145594537	0.000437143060664914	0.000123362799419137
Master_msaldodolares_lag1	0.000126144223508471	0.00015472710001196	0.000165658616362842
cseguro_vivienda_lag1	0.00012530865093709	0.00048636338562916	0.000109264193771236
mcheques_emitidos	0.00012296410218764	0.00111240097402251	8.45916338874085e-05
mcaja_ahorro_adicional	0.000118176888303448	0.000706903097376745	7.40176796514825e-05
ctarjeta_master_transacciones_lag1	0.000116977631844898	0.000475814325130191	0.000112788845183211
catm_trx_delta1	0.000116860667071051	0.000732230259255119	0.000112788845183211
ccajas_otras_delta1	0.000115330542945025	0.000551844130703399	5.28697711796303e-05
cpagomiscuentas_delta1	0.000114987406920558	0.000722300511978356	9.16409367113592e-05
Visa_Finiciomora_lag1	0.000113756487885862	0.00103829188598823	0.000133936753655064
ccomisiones_otras	0.000111151646803574	0.000679446053503033	8.45916338874085e-05
Master_msaldodolares	0.000109963259829124	0.000215247346875282	0.000112788845183211
Master_madelantodolares_delta1	0.000109890352081816	2.98419371958401e-05	0.000102214890947285
mforex_sell_lag1	0.000108274127821091	0.000685363438676843	0.000123362799419137
Master_msaldodolares_delta1	0.000108121172727134	0.000271575648873629	0.000105739542359261
mttarjeta_master_debitos_automaticos_delta1	0.000107989018783014	0.000857955789498392	0.000130412102243088
active_quarter_delta1	0.000107799331849172	0.00100248690698417	0.000133936753655064
Master_cadelantosefectivo_lag1	0.000102546747135314	8.41074153806425e-05	0.000119838148007162
Visa_madelantodolares_lag1	9.72969089720788e-05	6.69134122149043e-05	0.000186806524834694
Visa_madelantopesos_delta1	9.34309560582194e-05	7.69835536424854e-05	0.000162133964950866
vm_msaldodolares	8.45293174154818e-05	0.000463820422388046	8.81162852993839e-05
Visa_cadelantosefectivo	8.40320838176126e-05	4.49626535693144e-05	7.04930282395071e-05
catm_trx_other_delta1	7.72540076311562e-05	0.000680968036434767	7.75423310634578e-05
ctarjeta_master_transacciones_delta1	7.28120396934647e-05	0.000670817234953058	7.75423310634578e-05
ccheques_depositados_lag1	7.27144341314016e-05	0.000645550377879303	5.99190740035811e-05
ctarjeta_visa	7.25325734780021e-05	0.000220548272366537	3.52465141197536e-05
Visa_delinquency_delta1	7.23926908271768e-05	0.000346048372977399	0.000105739542359261
Master_Finiciomora_lag1	6.92383801043762e-05	0.000580437834538003	4.9345119767655e-05
Master_cadelantosefectivo	6.42238872604966e-05	2.87282006701431e-05	8.10669824754332e-05
minversion1_pesos_lag1	6.287016832579e-05	0.000452887560806048	5.99190740035811e-05
ctransferencias_recibidas	6.25595410807956e-05	0.000496855185099137	5.99190740035811e-05
mforex_sell_delta1	6.21386431891096e-05	0.000302796511546712	4.9345119767655e-05
ctarjeta_master_delta1	6.20287455029624e-05	0.000300153753358142	4.58204683556796e-05
Visa_madelantodolares_delta1	6.03197586613763e-05	1.66532574019165e-05	5.28697711796303e-05
vm_mpagosdolares_delta1	6.00358657739628e-05	0.000477262591620947	6.69683768275318e-05
foto_mes	5.76106855875748e-05	4.65875541644534e-05	0.00015156001071494
mforex_sell	5.4259307416803e-05	0.000506047197258187	5.28697711796303e-05
ccallcenter_transacciones_lag1	5.41233833412977e-05	0.000476408622321459	6.34437254155564e-05
mprestamos_hipotecarios_lag1	5.30645326466244e-05	0.000647394049847669	5.28697711796303e-05
ctarjeta_master_transacciones	5.28828640259235e-05	0.000241462910764931	4.22958169437043e-05
cseguro_auto_lag1	5.16020361262288e-05	0.000551278559144616	4.9345119767655e-05
cpayroll_trx_delta1	5.0376099243118e-05	0.000287217802059288	2.81972112958028e-05
vm_mpagosdolares	5.0261252584519e-05	7.24222656287117e-05	5.63944225916057e-05
ctransferencias_emitidas	4.90148834493652e-05	9.67972964436108e-05	3.52465141197536e-05
mprestamos_prendarios_lag1	4.68397728149225e-05	0.000642950517903483	5.63944225916057e-05
catm_trx_lag1	4.50575977819432e-05	0.000390016282624453	5.63944225916057e-05
Master_delinquency_delta1	4.3180449646429e-05	3.32564827419562e-05	4.58204683556796e-05
mprestamos_prendarios_delta1	4.31313792655297e-05	0.00059579948477599	4.9345119767655e-05
ccuenta_debitos_automaticos_lag1	4.21084379406518e-05	0.00019744202039836	4.9345119767655e-05
ctarjeta_visa_debitos_automaticos	4.18458685035755e-05	0.000360541881335633	3.17218627077782e-05
cprestamos_prendarios_lag1	3.85495436753355e-05	0.000556959576117353	4.58204683556796e-05
ccuenta_debitos_automaticos_delta1	3.85289192551688e-05	0.000423986245397091	3.87711655317289e-05
ccajas_otras_lag1	3.84788713086598e-05	0.000548760500638785	4.58204683556796e-05
vmr_madelantopesos_lag1	3.81844544656578e-05	5.22186341933023e-05	8.81162852993839e-05
catm_trx_other_lag1	3.77635050870666e-05	0.000230606619163561	3.87711655317289e-05
minversion1_pesos_delta1	3.76830275416358e-05	0.000450839385162711	4.22958169437043e-05
ccajas_depositos_lag1	3.67406683780276e-05	0.000263533327839876	2.81972112958028e-05
Visa_cadelantosefectivo_delta1	3.57328876825968e-05	2.29594849121385e-05	3.17218627077782e-05
cpagomiscuentas	3.4581720044298e-05	0.000223983743870092	2.46725598838275e-05
ctarjeta_visa_lag1	3.41526021238829e-05	5.88591063146182e-05	1.05739542359261e-05
ccajas_otras	3.40832812990491e-05	0.000326535012783511	2.46725598838275e-05
ctarjeta_master_debitos_automaticos_lag1	3.1626407911413e-05	0.000215457557629556	3.17218627077782e-05
ccajas_extracciones_lag1	3.1422425036968e-05	0.000171062758450746	2.11479084718521e-05
cseguro_auto	2.88572059340772e-05	0.000373182871752584	2.81972112958028e-05
ccheques_emitidos	2.69589616252895e-05	0.000186591435876292	1.40986056479014e-05
minversion2_delta1	2.69131128028176e-05	0.000306748093255103	2.81972112958028e-05
mcheques_emitidos_delta1	2.67497625848002e-05	0.000211814728911378	2.46725598838275e-05
mcheques_depositados_delta1	2.643241108058e-05	0.000239090763253242	2.81972112958028e-05
cforex_delta1	2.52932190780603e-05	0.000312895378606777	2.81972112958028e-05
vm_Finiciomora_delta1	2.31157475789956e-05	0.000232477114404644	2.46725598838275e-05
ctarjeta_master_debitos_automaticos_delta1	2.26681553816826e-05	0.000265158323553004	2.81972112958028e-05
Visa_Finiciomora	2.08747184028547e-05	0.000204180749401651	2.46725598838275e-05
cextraccion_autoservicio	2.06329199835447e-05	0.0001388079632442	1.76232570598768e-05
vmr_madelantopesos	1.95921678078515e-05	1.12161229513319e-05	5.99190740035811e-05
ccajas_depositos	1.91821189045323e-05	0.000221934426810894	1.76232570598768e-05
mcheques_depositados	1.908686906094e-05	0.000137412297001006	1.40986056479014e-05
ccajas_extracciones_delta1	1.90512161184471e-05	0.000215484856492215	2.81972112958028e-05
ccajas_extracciones	1.72132993288185e-05	0.000248527418878352	2.11479084718521e-05
cinversion2_lag1	1.6768563380903e-05	0.000168661029244678	1.40986056479014e-05
mprestamos_hipotecarios_delta1	1.5077455995608e-05	0.000126063864927867	1.05739542359261e-05
mcheques_emitidos_lag1	1.46450973541232e-05	0.000149983185460537	1.40986056479014e-05
vmr_madelantopesos_delta1	1.36908957791134e-05	4.64457332438099e-05	1.05739542359261e-05
cforex_sell_lag1	1.34825193441383e-05	8.14048279773945e-05	1.40986056479014e-05
Master_cadelantosefectivo_delta1	1.18637602780305e-05	5.74617279476342e-06	2.11479084718521e-05
minversion1_pesos	1.15657820697981e-05	0.000183568586206239	1.40986056479014e-05
vmr_madelantodolares_lag1	1.13244747693749e-05	1.53541359169075e-05	2.11479084718521e-05
vmr_madelantodolares	1.00483956162187e-05	2.5387561800982e-05	1.40986056479014e-05
cseguro_accidentes_personales_delta1	9.40580030763212e-06	0.000182374474980379	1.40986056479014e-05
catm_trx	9.0917269017911e-06	6.63408970429707e-05	7.04930282395071e-06
vmr_madelantodolares_delta1	9.03148578380384e-06	3.51462869346754e-05	7.04930282395071e-06
mforex_buy_lag1	8.96049056384647e-06	5.56319432055696e-05	7.04930282395071e-06
cprestamos_hipotecarios_lag1	8.50398915980503e-06	0.000119339688976795	1.40986056479014e-05
mcheques_emitidos_rechazados_lag1	8.46297243798035e-06	0.000132447803834578	1.05739542359261e-05
ctarjeta_master_lag1	8.45896886769269e-06	1.28489183395048e-05	1.05739542359261e-05
ccallcenter_transacciones	7.91507755362204e-06	1.98920249055449e-06	3.52465141197536e-06
cinversion1_lag1	7.1666039739048e-06	7.58523154069303e-05	7.04930282395071e-06
catm_trx_other	7.01509748768309e-06	4.66478589690731e-05	3.52465141197536e-06
cforex_lag1	5.54539405323959e-06	1.64331543768535e-05	3.52465141197536e-06
ctarjeta_master_debitos_automaticos	4.96069538444721e-06	7.00115953317379e-06	3.52465141197536e-06
Visa_Finiciomora_delta1	4.25833010156751e-06	9.32957179381461e-05	7.04930282395071e-06
cseguro_vivienda	4.16840178469624e-06	9.32957179381461e-05	7.04930282395071e-06
mprestamos_prendarios	4.02886199620136e-06	4.66478589690731e-05	3.52465141197536e-06
mpagodeservicios_lag1	3.89842331170849e-06	4.66478589690731e-05	3.52465141197536e-06
ccheques_emitidos_delta1	3.77200539648262e-06	4.66478589690731e-05	3.52465141197536e-06
cinversion2	3.46344243528539e-06	4.66478589690731e-05	3.52465141197536e-06
ccheques_depositados_rechazados_lag1	2.8391086508678e-06	4.66478589690731e-05	3.52465141197536e-06
cseguro_auto_delta1	2.71775996552414e-06	4.66478589690731e-05	3.52465141197536e-06
cseguro_vida_delta1	2.46511318842022e-06	2.92154901245069e-05	3.52465141197536e-06
ccheques_depositados_delta1	2.46108700215185e-06	4.66478589690731e-05	3.52465141197536e-06
Master_Finiciomora	2.43095439033017e-06	4.66478589690731e-05	3.52465141197536e-06
mforex_buy_delta1	1.97713142261621e-06	4.20762982125565e-05	3.52465141197536e-06
mplazo_fijo_pesos_delta1	1.851732174498e-06	4.5292047163002e-05	3.52465141197536e-06
cinversion1	1.62967940230747e-06	4.66478589690731e-05	3.52465141197536e-06
cforex_buy_delta1	1.47692863087103e-06	4.66478589690731e-05	3.52465141197536e-06
